ID,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010
346,284,小杉　陽太,横浜,9.86,8,1,2,0,0,0.33299999999999996,107,21.0,36,8,9,1,11,23,23,2.14,8.31
489,285,菊地原　毅,オリックス,10.00,18,0,1,0,4,0.0,51,9.0,16,2,7,0,7,12,10,2.56,6.79
169,285,吉川　昌宏,ヤクルト,10.00,9,0,0,0,1,0.0,47,9.0,16,2,4,1,6,12,10,2.22,6.34
283,287,阿南　徹,オリックス,10.43,17,0,0,0,2,0.0,75,14.2,23,2,9,2,10,17,17,2.18,5.78
226,288,香月　良仁,ロッテ,10.45,3,1,1,0,0,0.5,57,10.1,23,1,4,1,6,12,12,2.61,4.67
223,289,工藤　公康,西武,10.50,10,0,2,0,0,0.0,33,6.0,11,1,4,0,7,7,7,2.50,4.95
396,290,黄　志龍,巨人,10.57,3,0,1,0,0,0.0,43,7.2,13,1,6,0,6,9,9,2.48,5.21
37,291,岩崎　哲也,西武,10.80,1,0,0,0,0,0.0,10,1.2,4,1,0,1,2,3,2,2.40,10.32
872,293,松本　幸大,ロッテ,11.57,10,0,0,0,1,0.0,61,11.2,20,4,6,1,6,16,15,2.23,8.35
147,293,井上　雄介,楽天,11.57,7,1,1,0,0,0.5,38,7.0,14,4,3,0,1,9,9,2.43,11.55
540,293,相原　勝幸,ロッテ,11.57,2,0,0,0,0,0.0,10,2.1,2,0,0,1,3,3,3,0.86,1.83
237,293,杉原　洋,横浜,11.57,1,0,0,0,0,0.0,14,2.1,3,0,4,0,1,3,3,3.00,7.41
566,293,ダース　ローマシュ匡,日本ハム,11.57,1,0,1,0,0,0.0,14,2.1,4,0,4,0,1,3,3,3.43,7.41
272,298,篠原　貴行,横浜,11.70,20,2,0,0,2,1.0,54,10.0,20,2,4,1,5,13,13,2.40,6.22
