,順位2018,選手名2018,チーム2018,防御率2018,試合2018,勝利2018,敗北2018,セlブ2018,ホlルド2018,勝率2018,打者2018,投球回2018,被安打2018,被本塁打2018,与四球2018,与死球2018,奪三振2018,失点2018,自責点2018,WHIP2018,DIPS2018,順位2017,選手名2017,チーム2017,防御率2017,試合2017,勝利2017,敗北2017,セlブ2017,ホlルド2017,勝率2017,打者2017,投球回2017,被安打2017,被本塁打2017,与四球2017,与死球2017,奪三振2017,失点2017,自責点2017,WHIP2017,DIPS2017,順位2016,選手名2016,チーム2016,防御率2016,試合2016,勝利2016,敗北2016,セlブ2016,ホlルド2016,勝率2016,打者2016,投球回2016,被安打2016,被本塁打2016,与四球2016,与死球2016,奪三振2016,失点2016,自責点2016,WHIP2016,DIPS2016,順位2015,選手名2015,チーム2015,防御率2015,試合2015,勝利2015,敗北2015,セlブ2015,ホlルド2015,勝率2015,打者2015,投球回2015,被安打2015,被本塁打2015,与四球2015,与死球2015,奪三振2015,失点2015,自責点2015,WHIP2015,DIPS2015,順位2014,選手名2014,チーム2014,防御率2014,試合2014,勝利2014,敗北2014,セlブ2014,ホlルド2014,勝率2014,打者2014,投球回2014,被安打2014,被本塁打2014,与四球2014,与死球2014,奪三振2014,失点2014,自責点2014,WHIP2014,DIPS2014,順位2013,選手名2013,チーム2013,防御率2013,試合2013,勝利2013,敗北2013,セlブ2013,ホlルド2013,勝率2013,打者2013,投球回2013,被安打2013,被本塁打2013,与四球2013,与死球2013,奪三振2013,失点2013,自責点2013,WHIP2013,DIPS2013,順位2012,選手名2012,チーム2012,防御率2012,試合2012,勝利2012,敗北2012,セlブ2012,ホlルド2012,勝率2012,打者2012,投球回2012,被安打2012,被本塁打2012,与四球2012,与死球2012,奪三振2012,失点2012,自責点2012,WHIP2012,DIPS2012,順位2011,選手名2011,チーム2011,防御率2011,試合2011,勝利2011,敗北2011,セlブ2011,ホlルド2011,勝率2011,打者2011,投球回2011,被安打2011,被本塁打2011,与四球2011,与死球2011,奪三振2011,失点2011,自責点2011,WHIP2011,DIPS2011,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010,順位2009,選手名2009,チーム2009,防御率2009,試合2009,勝利2009,敗北2009,セlブ2009,ホlルド2009,勝率2009,打者2009,投球回2009,被安打2009,被本塁打2009,与四球2009,与死球2009,奪三振2009,失点2009,自責点2009,WHIP2009,DIPS2009,登録名
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,有馬　翔,ソフトバンク,7.50,3.0,0.0,0.0,0.0,0.0,0.0,36.0,6.0,11.0,1.0,9.0,1.0,3.0,5.0,5.0,3.33,9.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,有馬　翔
227,11.0,東明　大貴,オリックス,1.64,2.0,0.0,1.0,0.0,0.0,0.0,43.0,11.0,12.0,0.0,0.0,0.0,7.0,2.0,2.0,1.09,1.85,164.0,東明　大貴,オリックス,4.15,3.0,0.0,0.0,0.0,0.0,0.0,57.0,13.0,13.0,2.0,5.0,0.0,5.0,6.0,6.0,1.38,5.50,216.0,東明　大貴,オリックス,4.94,24.0,1.0,10.0,0.0,1.0,0.091,567.0,122.0,157.0,13.0,54.0,3.0,100.0,70.0,67.0,1.73,4.22,137.0,東明　大貴,オリックス,3.35,25.0,10.0,8.0,0.0,0.0,0.556,663.0,161.1,148.0,16.0,41.0,5.0,118.0,61.0,60.0,1.17,3.76,134.0,東明　大貴,オリックス,3.79,26.0,5.0,7.0,0.0,0.0,0.41700000000000004,437.0,99.2,93.0,11.0,45.0,4.0,80.0,44.0,42.0,1.38,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東明　大貴
228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,ロメロ,巨人,3.29,41.0,1.0,3.0,11.0,8.0,0.25,174.0,41.0,35.0,1.0,19.0,1.0,36.0,15.0,15.0,1.32,3.0,1.0,ロメロ,巨人,0.00,6.0,1.0,0.0,0.0,0.0,1.0,30.0,7.2,7.0,1.0,0.0,0.0,9.0,3.0,0.0,0.91,2.47,,,,,,,,,,,,,,,,,,,,,,ロメロ
229,57.0,三嶋　一輝,DeNA,2.88,48.0,6.0,1.0,0.0,11.0,0.857,234.0,56.1,41.0,6.0,25.0,2.0,68.0,18.0,18.0,1.17,3.32,269.0,三嶋　一輝,DeNA,6.53,16.0,0.0,1.0,0.0,0.0,0.0,99.0,20.2,29.0,4.0,9.0,0.0,17.0,17.0,15.0,1.84,5.30,155.0,三嶋　一輝,DeNA,3.75,4.0,1.0,1.0,0.0,0.0,0.5,102.0,24.0,24.0,5.0,8.0,0.0,15.0,13.0,10.0,1.33,5.58,226.0,三嶋　一輝,DeNA,4.81,20.0,5.0,5.0,0.0,0.0,0.5,384.0,88.0,84.0,9.0,34.0,3.0,67.0,52.0,47.0,1.34,4.19,300.0,三嶋　一輝,DeNA,10.88,8.0,1.0,2.0,0.0,0.0,0.33299999999999996,126.0,24.0,41.0,5.0,14.0,1.0,24.0,30.0,29.0,2.29,5.70,166.0,三嶋　一輝,DeNA,3.94,34.0,6.0,9.0,0.0,1.0,0.4,642.0,146.1,138.0,20.0,79.0,0.0,145.0,67.0,64.0,1.48,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三嶋　一輝
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0,トーレス,巨人,6.26,6.0,1.0,2.0,0.0,0.0,0.33299999999999996,121.0,27.1,31.0,4.0,11.0,1.0,19.0,19.0,19.0,1.54,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,トーレス
231,202.0,古野　正人,ヤクルト,5.00,2.0,1.0,1.0,0.0,0.0,0.5,40.0,9.0,12.0,2.0,1.0,0.0,4.0,6.0,5.0,1.44,5.45,,,,,,,,,,,,,,,,,,,,,,300.0,古野　正人,ヤクルト,9.45,6.0,0.0,2.0,0.0,0.0,0.0,64.0,13.1,20.0,3.0,6.0,0.0,8.0,14.0,14.0,1.95,6.2,223.0,古野　正人,ヤクルト,4.78,27.0,4.0,3.0,0.0,1.0,0.5710000000000001,307.0,69.2,91.0,6.0,18.0,5.0,39.0,38.0,37.0,1.56,4.11,239.0,古野　正人,ヤクルト,5.35,17.0,3.0,4.0,0.0,0.0,0.429,316.0,69.0,92.0,10.0,29.0,1.0,47.0,47.0,41.0,1.75,4.95,211.0,古野　正人,ヤクルト,4.65,10.0,1.0,2.0,0.0,1.0,0.33299999999999996,135.0,31.0,31.0,5.0,18.0,1.0,15.0,17.0,16.0,1.58,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,古野　正人
232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,武田　勝,日本ハム,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.88,250.0,武田　勝,日本ハム,5.84,9.0,3.0,2.0,0.0,0.0,0.6,168.0,37.0,51.0,6.0,5.0,4.0,15.0,26.0,24.0,1.51,5.15,255.0,武田　勝,日本ハム,5.98,25.0,3.0,4.0,0.0,2.0,0.429,278.0,61.2,72.0,12.0,20.0,2.0,33.0,43.0,41.0,1.49,5.60,163.0,武田　勝,日本ハム,3.91,22.0,8.0,7.0,0.0,0.0,0.5329999999999999,546.0,129.0,139.0,11.0,27.0,4.0,47.0,62.0,56.0,1.29,4.20,85.0,武田　勝,日本ハム,2.36,28.0,11.0,7.0,0.0,0.0,0.611,709.0,182.2,159.0,10.0,30.0,4.0,90.0,50.0,48.0,1.03,3.39,92.0,武田　勝,日本ハム,2.46,25.0,11.0,12.0,0.0,0.0,0.478,647.0,164.2,143.0,7.0,18.0,3.0,87.0,51.0,45.0,0.98,3.0,42.0,武田　勝,日本ハム,2.41,26.0,14.0,7.0,0.0,0.0,0.667,661.0,168.1,161.0,12.0,19.0,1.0,106.0,47.0,45.0,1.07,3.13,105.0,武田　勝,日本ハム,3.55,24.0,10.0,9.0,0.0,0.0,0.526,592.0,144.1,150.0,17.0,20.0,4.0,99.0,58.0,57.0,1.18,3.72,武田　勝
233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,二神　一人,阪神,2.57,12.0,0.0,0.0,0.0,0.0,0.0,58.0,14.0,11.0,1.0,5.0,1.0,17.0,4.0,4.0,1.14,2.91,292.0,二神　一人,阪神,8.79,11.0,0.0,2.0,0.0,1.0,0.0,70.0,14.1,25.0,2.0,3.0,0.0,13.0,14.0,14.0,1.95,3.75,,,,,,,,,,,,,,,,,,,,,,213.0,二神　一人,阪神,4.38,4.0,0.0,1.0,0.0,0.0,0.0,49.0,12.1,14.0,2.0,2.0,0.0,7.0,7.0,6.0,1.30,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,二神　一人
234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,丸山　貴史,ヤクルト,7.04,9.0,0.0,0.0,0.0,2.0,0.0,36.0,7.2,6.0,1.0,8.0,0.0,6.0,6.0,6.0,1.83,6.38,丸山　貴史
235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0,谷中　真二,西武,7.36,8.0,0.0,0.0,0.0,0.0,0.0,40.0,7.1,9.0,1.0,10.0,1.0,3.0,6.0,6.0,2.59,8.57,280.0,谷中　真二,西武,13.50,2.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,11.0,1.0,2.0,0.0,1.0,6.0,6.0,3.25,7.37,谷中　真二
236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,木下　達生,中日,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,木下　達生
237,,,,,,,,,,,,,,,,,,,,,,141.0,バルデス,中日,3.76,23.0,6.0,9.0,0.0,0.0,0.4,625.0,146.0,139.0,13.0,47.0,7.0,83.0,73.0,61.0,1.27,4.25,135.0,バルデス,中日,3.51,20.0,6.0,7.0,0.0,0.0,0.462,534.0,125.2,122.0,17.0,39.0,8.0,103.0,54.0,49.0,1.28,4.36,114.0,バルデス,中日,3.18,22.0,5.0,8.0,0.0,0.0,0.385,560.0,133.0,130.0,6.0,36.0,2.0,93.0,56.0,47.0,1.25,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0,バルデス,中日,4.91,8.0,1.0,3.0,0.0,0.0,0.25,150.0,33.0,36.0,4.0,14.0,3.0,13.0,23.0,18.0,1.52,5.27,,,,,,,,,,,,,,,,,,,,,,バルデス
238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0,長谷川　昌幸,広島,3.94,10.0,3.0,1.0,0.0,0.0,0.75,146.0,32.0,35.0,4.0,17.0,0.0,24.0,15.0,14.0,1.63,4.84,長谷川　昌幸
239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0,秦　裕二,横浜,5.59,9.0,1.0,0.0,0.0,0.0,1.0,45.0,9.2,15.0,2.0,4.0,0.0,7.0,6.0,6.0,1.97,5.60,,,,,,,,,,,,,,,,,,,,,,秦　裕二
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,永井　怜,楽天,0.00,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00,-2.88,256.0,永井　怜,楽天,6.00,5.0,0.0,0.0,0.0,0.0,0.0,29.0,6.0,9.0,1.0,2.0,0.0,7.0,4.0,4.0,1.83,3.95,132.0,永井　怜,楽天,3.46,10.0,2.0,4.0,0.0,0.0,0.33299999999999996,229.0,54.2,47.0,6.0,15.0,2.0,31.0,22.0,21.0,1.13,4.35,162.0,永井　怜,楽天,3.29,5.0,1.0,3.0,0.0,0.0,0.25,118.0,27.1,29.0,1.0,10.0,2.0,22.0,10.0,10.0,1.43,3.30,116.0,永井　怜,楽天,2.81,16.0,4.0,5.0,0.0,0.0,0.444,420.0,102.2,92.0,10.0,26.0,3.0,77.0,39.0,32.0,1.15,3.73,116.0,永井　怜,楽天,3.74,27.0,10.0,10.0,0.0,0.0,0.5,779.0,182.2,173.0,20.0,69.0,3.0,125.0,82.0,76.0,1.32,4.36,95.0,永井　怜,楽天,3.42,26.0,13.0,7.0,0.0,0.0,0.65,703.0,171.0,153.0,17.0,50.0,8.0,144.0,69.0,65.0,1.19,3.71,永井　怜
241,71.0,千賀　滉大,ソフトバンク,3.07,17.0,11.0,4.0,0.0,0.0,0.733,444.0,108.1,86.0,14.0,45.0,4.0,126.0,37.0,37.0,1.21,3.83,59.0,千賀　滉大,ソフトバンク,2.64,22.0,13.0,4.0,0.0,0.0,0.765,572.0,143.0,107.0,15.0,46.0,2.0,151.0,47.0,42.0,1.07,3.38,71.0,千賀　滉大,ソフトバンク,2.61,25.0,12.0,3.0,0.0,0.0,0.8,681.0,169.0,125.0,16.0,53.0,6.0,181.0,52.0,49.0,1.05,3.26,16.0,千賀　滉大,ソフトバンク,0.40,4.0,2.0,1.0,0.0,0.0,0.667,85.0,22.1,9.0,0.0,10.0,0.0,21.0,2.0,1.0,0.85,2.58,35.0,千賀　滉大,ソフトバンク,1.99,19.0,1.0,1.0,0.0,3.0,0.5,90.0,22.2,17.0,0.0,5.0,1.0,28.0,5.0,5.0,0.97,1.44,54.0,千賀　滉大,ソフトバンク,2.40,51.0,1.0,4.0,1.0,17.0,0.2,232.0,56.1,32.0,1.0,26.0,1.0,85.0,16.0,15.0,1.03,1.77,285.0,千賀　滉大,ソフトバンク,9.64,2.0,0.0,1.0,0.0,0.0,0.0,29.0,4.2,7.0,0.0,8.0,0.0,1.0,7.0,5.0,3.21,7.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,千賀　滉大
242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,宮本　賢,日本ハム,-,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,68.0,宮本　賢,日本ハム,3.07,12.0,0.0,0.0,0.0,1.0,0.0,62.0,14.2,14.0,1.0,7.0,1.0,3.0,6.0,5.0,1.43,5.23,宮本　賢
243,221.0,大谷　智久,ロッテ,5.40,41.0,0.0,3.0,0.0,18.0,0.0,168.0,36.2,44.0,8.0,15.0,1.0,31.0,22.0,22.0,1.61,5.33,93.0,大谷　智久,ロッテ,3.12,55.0,3.0,2.0,0.0,23.0,0.6,214.0,52.0,47.0,5.0,14.0,1.0,33.0,20.0,18.0,1.17,3.97,130.0,大谷　智久,ロッテ,3.45,32.0,1.0,3.0,0.0,13.0,0.25,135.0,31.1,32.0,2.0,10.0,1.0,15.0,14.0,12.0,1.34,4.05,54.0,大谷　智久,ロッテ,2.39,56.0,3.0,1.0,0.0,32.0,0.75,250.0,64.0,57.0,4.0,5.0,2.0,53.0,21.0,17.0,0.97,2.60,32.0,大谷　智久,ロッテ,1.94,49.0,2.0,2.0,0.0,23.0,0.5,230.0,60.1,45.0,2.0,10.0,4.0,40.0,13.0,13.0,0.91,2.87,274.0,大谷　智久,ロッテ,6.99,14.0,2.0,5.0,0.0,0.0,0.28600000000000003,222.0,47.2,59.0,8.0,16.0,4.0,27.0,38.0,37.0,1.57,5.43,149.0,大谷　智久,ロッテ,3.20,42.0,4.0,6.0,0.0,5.0,0.4,345.0,81.2,84.0,1.0,19.0,1.0,44.0,30.0,29.0,1.26,2.90,146.0,大谷　智久,ロッテ,3.38,34.0,3.0,9.0,0.0,5.0,0.25,497.0,120.0,123.0,8.0,23.0,3.0,78.0,49.0,45.0,1.22,3.31,254.0,大谷　智久,ロッテ,7.20,11.0,1.0,1.0,0.0,1.0,0.5,70.0,15.0,22.0,2.0,4.0,0.0,5.0,12.0,12.0,1.73,4.99,,,,,,,,,,,,,,,,,,,,,,大谷　智久
244,77.0,山﨑　康晃,DeNA,3.12,44.0,2.0,4.0,28.0,2.0,0.33299999999999996,178.0,43.1,35.0,4.0,13.0,1.0,48.0,16.0,15.0,1.11,2.87,21.0,山﨑　康晃,DeNA,1.64,68.0,4.0,2.0,26.0,15.0,0.667,260.0,65.2,52.0,3.0,13.0,1.0,84.0,16.0,12.0,0.99,1.80,144.0,山﨑　康晃,DeNA,3.59,59.0,2.0,5.0,33.0,7.0,0.28600000000000003,252.0,57.2,57.0,7.0,23.0,0.0,61.0,27.0,23.0,1.39,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山﨑　康晃
245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,渡辺　恒樹,ヤクルト,13.50,3.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,5.0,1.0,2.0,0.0,2.0,3.0,3.0,3.50,10.62,226.0,渡辺　恒樹,ヤクルト,4.96,13.0,0.0,0.0,0.0,2.0,0.0,68.0,16.1,15.0,0.0,4.0,3.0,9.0,10.0,9.0,1.16,3.3,168.0,渡辺　恒樹,ヤクルト,4.61,28.0,1.0,1.0,0.0,4.0,0.5,59.0,13.2,13.0,0.0,6.0,1.0,6.0,7.0,7.0,1.39,3.78,,,,,,,,,,,,,,,,,,,,,,渡辺　恒樹
246,191.0,ウルフ,西武,4.68,12.0,4.0,3.0,0.0,0.0,0.5710000000000001,259.0,59.2,78.0,9.0,14.0,1.0,35.0,37.0,31.0,1.54,4.66,138.0,ウルフ,西武,3.73,23.0,9.0,4.0,0.0,0.0,0.6920000000000001,532.0,125.1,132.0,11.0,36.0,1.0,74.0,69.0,52.0,1.34,3.92,107.0,ウルフ,西武,3.04,4.0,4.0,0.0,0.0,0.0,1.0,96.0,23.2,26.0,3.0,4.0,1.0,8.0,9.0,8.0,1.27,4.73,303.0,ウルフ,ソフトバンク,11.00,2.0,0.0,1.0,0.0,0.0,0.0,47.0,9.0,18.0,1.0,4.0,0.0,3.0,11.0,11.0,2.44,5.23,79.0,ウルフ,ソフトバンク,3.04,8.0,4.0,2.0,0.0,0.0,0.667,196.0,47.1,44.0,5.0,14.0,0.0,32.0,19.0,16.0,1.23,3.97,93.0,ウルフ,日本ハム,3.05,22.0,9.0,6.0,0.0,0.0,0.6,550.0,130.0,134.0,6.0,32.0,5.0,60.0,50.0,44.0,1.28,3.65,108.0,ウルフ,日本ハム,2.66,26.0,10.0,9.0,0.0,0.0,0.526,628.0,149.0,155.0,2.0,40.0,6.0,83.0,49.0,44.0,1.31,3.05,165.0,ウルフ,日本ハム,3.6,26.0,12.0,11.0,0.0,0.0,0.522,645.0,150.0,161.0,4.0,36.0,11.0,90.0,64.0,60.0,1.31,3.17,71.0,ウルフ,日本ハム,3.03,42.0,4.0,3.0,3.0,8.0,0.5710000000000001,255.0,62.1,66.0,5.0,13.0,3.0,24.0,24.0,21.0,1.27,4.11,,,,,,,,,,,,,,,,,,,,,,ウルフ
247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0,山崎　福也,オリックス,4.53,17.0,3.0,6.0,0.0,0.0,0.33299999999999996,258.0,57.2,49.0,9.0,34.0,3.0,35.0,35.0,29.0,1.44,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山崎　福也
248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,アルバラデホ,巨人,2.45,46.0,2.0,2.0,2.0,6.0,0.5,219.0,51.1,43.0,2.0,19.0,5.0,44.0,17.0,14.0,1.21,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アルバラデホ
249,33.0,ミランダ,ソフトバンク,2.33,3.0,2.0,0.0,0.0,0.0,1.0,76.0,19.1,13.0,2.0,7.0,0.0,17.0,5.0,5.0,1.03,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ミランダ
250,,,,,,,,,,,,,,,,,,,,,,231.0,床田　寛樹,広島,5.19,3.0,1.0,1.0,0.0,0.0,0.5,71.0,17.1,16.0,2.0,3.0,0.0,16.0,10.0,10.0,1.10,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,床田　寛樹
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,髙木　伴,オリックス,6.0,4.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,5.0,2.0,2.0,0.0,5.0,4.0,4.0,1.17,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,髙木　伴
252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,松本　幸大,オリックス,11.25,12.0,0.0,2.0,0.0,0.0,0.0,46.0,8.0,17.0,2.0,5.0,0.0,10.0,11.0,10.0,2.75,5.37,276.0,松本　幸大,ロッテ,7.71,3.0,0.0,0.0,0.0,0.0,0.0,13.0,2.1,5.0,0.0,1.0,0.0,1.0,2.0,2.0,2.57,3.55,,,,,,,,,,,,,,,,,,,,,,293.0,松本　幸大,ロッテ,11.57,10.0,0.0,0.0,0.0,1.0,0.0,61.0,11.2,20.0,4.0,6.0,1.0,6.0,16.0,15.0,2.23,8.35,291.0,松本　幸大,ロッテ,30.38,6.0,0.0,1.0,0.0,1.0,0.0,21.0,2.2,10.0,1.0,3.0,1.0,1.0,9.0,9.0,4.88,11.75,松本　幸大
253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,川島　亮,ヤクルト,6.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,3.45,33.0,川島　亮,ヤクルト,2.20,7.0,1.0,0.0,0.0,1.0,1.0,69.0,16.1,13.0,1.0,10.0,0.0,12.0,4.0,4.0,1.41,4.28,182.0,川島　亮,ヤクルト,4.81,14.0,5.0,6.0,0.0,0.0,0.455,315.0,73.0,72.0,11.0,25.0,3.0,48.0,44.0,39.0,1.33,4.87,川島　亮
