,順位2018,選手名2018,チーム2018,防御率2018,試合2018,勝利2018,敗北2018,セlブ2018,ホlルド2018,勝率2018,打者2018,投球回2018,被安打2018,被本塁打2018,与四球2018,与死球2018,奪三振2018,失点2018,自責点2018,WHIP2018,DIPS2018,順位2017,選手名2017,チーム2017,防御率2017,試合2017,勝利2017,敗北2017,セlブ2017,ホlルド2017,勝率2017,打者2017,投球回2017,被安打2017,被本塁打2017,与四球2017,与死球2017,奪三振2017,失点2017,自責点2017,WHIP2017,DIPS2017,順位2016,選手名2016,チーム2016,防御率2016,試合2016,勝利2016,敗北2016,セlブ2016,ホlルド2016,勝率2016,打者2016,投球回2016,被安打2016,被本塁打2016,与四球2016,与死球2016,奪三振2016,失点2016,自責点2016,WHIP2016,DIPS2016,順位2015,選手名2015,チーム2015,防御率2015,試合2015,勝利2015,敗北2015,セlブ2015,ホlルド2015,勝率2015,打者2015,投球回2015,被安打2015,被本塁打2015,与四球2015,与死球2015,奪三振2015,失点2015,自責点2015,WHIP2015,DIPS2015,順位2014,選手名2014,チーム2014,防御率2014,試合2014,勝利2014,敗北2014,セlブ2014,ホlルド2014,勝率2014,打者2014,投球回2014,被安打2014,被本塁打2014,与四球2014,与死球2014,奪三振2014,失点2014,自責点2014,WHIP2014,DIPS2014,順位2013,選手名2013,チーム2013,防御率2013,試合2013,勝利2013,敗北2013,セlブ2013,ホlルド2013,勝率2013,打者2013,投球回2013,被安打2013,被本塁打2013,与四球2013,与死球2013,奪三振2013,失点2013,自責点2013,WHIP2013,DIPS2013,順位2012,選手名2012,チーム2012,防御率2012,試合2012,勝利2012,敗北2012,セlブ2012,ホlルド2012,勝率2012,打者2012,投球回2012,被安打2012,被本塁打2012,与四球2012,与死球2012,奪三振2012,失点2012,自責点2012,WHIP2012,DIPS2012,順位2011,選手名2011,チーム2011,防御率2011,試合2011,勝利2011,敗北2011,セlブ2011,ホlルド2011,勝率2011,打者2011,投球回2011,被安打2011,被本塁打2011,与四球2011,与死球2011,奪三振2011,失点2011,自責点2011,WHIP2011,DIPS2011,順位2010,選手名2010,チーム2010,防御率2010,試合2010,勝利2010,敗北2010,セlブ2010,ホlルド2010,勝率2010,打者2010,投球回2010,被安打2010,被本塁打2010,与四球2010,与死球2010,奪三振2010,失点2010,自責点2010,WHIP2010,DIPS2010,順位2009,選手名2009,チーム2009,防御率2009,試合2009,勝利2009,敗北2009,セlブ2009,ホlルド2009,勝率2009,打者2009,投球回2009,被安打2009,被本塁打2009,与四球2009,与死球2009,奪三振2009,失点2009,自責点2009,WHIP2009,DIPS2009,登録名
534,38.0,ボルシンガー,ロッテ,2.56,19.0,13.0,2.0,0.0,0.0,0.867,465.0,116.0,97.0,7.0,40.0,0.0,83.0,37.0,33.0,1.18,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ボルシンガー
535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0,バスケス,西武,5.51,19.0,0.0,0.0,0.0,6.0,0.0,75.0,16.1,12.0,2.0,11.0,1.0,13.0,11.0,10.0,1.41,5.32,157.0,バスケス,西武,3.63,34.0,3.0,1.0,0.0,9.0,0.75,161.0,34.2,40.0,0.0,21.0,3.0,21.0,15.0,14.0,1.76,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,バスケス
536,230.0,薮田　和樹,広島,5.74,9.0,2.0,1.0,0.0,0.0,0.667,134.0,26.2,28.0,4.0,32.0,1.0,18.0,22.0,17.0,2.25,7.43,56.0,薮田　和樹,広島,2.58,38.0,15.0,3.0,0.0,3.0,0.833,536.0,129.0,102.0,10.0,51.0,4.0,115.0,42.0,37.0,1.19,3.62,71.0,薮田　和樹,広島,2.61,16.0,3.0,1.0,0.0,0.0,0.75,137.0,31.0,21.0,3.0,22.0,2.0,21.0,9.0,9.0,1.39,5.35,248.0,薮田　和樹,広島,5.76,6.0,1.0,2.0,0.0,0.0,0.33299999999999996,120.0,25.0,25.0,3.0,20.0,2.0,18.0,16.0,16.0,1.80,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,薮田　和樹
537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0,森　跳二,広島,8.10,3.0,0.0,0.0,0.0,0.0,0.0,19.0,3.1,8.0,0.0,2.0,0.0,2.0,3.0,3.0,3.00,3.72,285.0,森　跳二,広島,16.20,3.0,1.0,0.0,0.0,0.0,1.0,12.0,1.2,6.0,0.0,0.0,1.0,0.0,5.0,3.0,3.60,4.92,森　跳二
538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0,ハウザー,楽天,6.03,22.0,2.0,2.0,0.0,3.0,0.5,172.0,37.1,42.0,4.0,19.0,3.0,32.0,29.0,25.0,1.63,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ハウザー
539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0,ウォーランド,横浜,4.80,21.0,5.0,10.0,0.0,0.0,0.33299999999999996,505.0,110.2,128.0,10.0,50.0,4.0,85.0,63.0,59.0,1.61,4.14,ウォーランド
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0,金　無英,楽天,4.5,2.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,10.12,,,,,,,,,,,,,,,,,,,,,,105.0,金　無英,ソフトバンク,3.41,25.0,1.0,0.0,0.0,2.0,1.0,130.0,31.2,28.0,3.0,8.0,0.0,23.0,15.0,12.0,1.14,3.66,133.0,金　無英,ソフトバンク,3.48,23.0,0.0,1.0,0.0,0.0,0.0,130.0,31.0,28.0,2.0,16.0,0.0,27.0,12.0,12.0,1.42,3.77,48.0,金　無英,ソフトバンク,1.72,29.0,1.0,1.0,0.0,3.0,0.5,132.0,31.1,31.0,1.0,7.0,0.0,28.0,10.0,6.0,1.21,2.42,81.0,金　無英,ソフトバンク,2.35,9.0,0.0,0.0,0.0,0.0,0.0,61.0,15.1,9.0,1.0,3.0,2.0,17.0,5.0,4.0,0.78,2.73,,,,,,,,,,,,,,,,,,,,,,261.0,金　無英,ソフトバンク,9.00,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.00,4.12,金　無英
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,小林正,中日,1.31,41.0,2.0,0.0,0.0,14.0,1.0,89.0,20.2,16.0,1.0,5.0,3.0,17.0,3.0,3.0,1.02,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小林正
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,三瀬　幸司,中日,0.00,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00,-2.88,23.0,三瀬　幸司,中日,1.77,20.0,1.0,0.0,0.0,4.0,1.0,78.0,20.1,15.0,2.0,5.0,0.0,14.0,4.0,4.0,0.98,3.76,1.0,三瀬　幸司,中日,0.00,2.0,0.0,0.0,0.0,1.0,0.0,12.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.00,-0.21,189.0,三瀬　幸司,中日,4.08,44.0,1.0,1.0,0.0,7.0,0.5,149.0,35.1,38.0,0.0,7.0,3.0,25.0,17.0,16.0,1.27,2.55,,,,,,,,,,,,,,,,,,,,,,229.0,三瀬　幸司,ソフトバンク,6.30,17.0,0.0,1.0,0.0,0.0,0.0,92.0,20.0,26.0,1.0,8.0,0.0,19.0,14.0,14.0,1.70,2.92,三瀬　幸司
543,,,,,,,,,,,,,,,,,,,,,,42.0,榎下　陽大,日本ハム,2.38,8.0,0.0,1.0,0.0,0.0,0.0,51.0,11.1,14.0,1.0,4.0,0.0,6.0,3.0,3.0,1.59,4.27,143.0,榎下　陽大,日本ハム,3.58,16.0,1.0,0.0,0.0,0.0,1.0,119.0,27.2,22.0,5.0,17.0,1.0,21.0,11.0,11.0,1.41,5.69,,,,,,,,,,,,,,,,,,,,,,315.0,榎下　陽大,日本ハム,54.00,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1,1.0,0.0,1.0,0.0,0.0,2.0,2.0,6.00,12.12,141.0,榎下　陽大,日本ハム,3.65,9.0,1.0,0.0,0.0,0.0,1.0,47.0,12.1,8.0,1.0,2.0,1.0,9.0,5.0,5.0,0.81,3.44,,,,,,,,,,,,,,,,,,,,,,265.0,榎下　陽大,日本ハム,9.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,榎下　陽大
544,,,,,,,,,,,,,,,,,,,,,,61.0,平野　佳寿,オリックス,2.67,58.0,3.0,7.0,29.0,8.0,0.3,240.0,57.1,57.0,5.0,16.0,1.0,47.0,19.0,17.0,1.27,3.50,39.0,平野　佳寿,オリックス,1.92,58.0,4.0,4.0,31.0,8.0,0.5,237.0,61.0,44.0,2.0,16.0,1.0,57.0,13.0,13.0,0.98,2.51,188.0,平野　佳寿,オリックス,4.06,33.0,0.0,3.0,12.0,10.0,0.0,136.0,31.0,29.0,4.0,14.0,1.0,39.0,14.0,14.0,1.39,3.73,106.0,平野　佳寿,オリックス,3.43,62.0,1.0,6.0,40.0,8.0,0.14300000000000002,238.0,60.1,52.0,6.0,13.0,0.0,70.0,23.0,23.0,1.08,2.74,28.0,平野　佳寿,オリックス,1.87,60.0,2.0,5.0,31.0,9.0,0.28600000000000003,258.0,62.2,57.0,2.0,14.0,1.0,71.0,16.0,13.0,1.13,1.99,74.0,平野　佳寿,オリックス,2.15,70.0,7.0,4.0,9.0,21.0,0.636,307.0,79.2,65.0,4.0,5.0,2.0,80.0,21.0,19.0,0.88,1.99,59.0,平野　佳寿,オリックス,1.94,72.0,6.0,2.0,2.0,43.0,0.75,317.0,83.2,48.0,4.0,17.0,2.0,99.0,18.0,18.0,0.78,1.98,20.0,平野　佳寿,オリックス,1.67,63.0,7.0,2.0,2.0,32.0,0.778,334.0,80.2,67.0,4.0,28.0,1.0,101.0,19.0,15.0,1.18,2.30,174.0,平野　佳寿,オリックス,4.72,20.0,3.0,12.0,0.0,0.0,0.2,495.0,114.1,129.0,14.0,38.0,0.0,91.0,60.0,60.0,1.46,4.12,平野　佳寿
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,横山　弘樹,広島,5.47,6.0,2.0,2.0,0.0,0.0,0.5,123.0,26.1,30.0,3.0,12.0,5.0,17.0,19.0,16.0,1.59,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,横山　弘樹
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,ミゲル・メヒア,西武,14.73,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.2,10.0,1.0,3.0,0.0,4.0,6.0,6.0,3.55,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ミゲル・メヒア
547,104.0,岡本　洋介,阪神,3.56,22.0,1.0,0.0,0.0,1.0,1.0,136.0,30.1,34.0,1.0,10.0,5.0,16.0,12.0,12.0,1.45,3.78,236.0,岡本　洋介,西武,5.34,14.0,6.0,3.0,1.0,0.0,0.667,286.0,64.0,65.0,15.0,23.0,7.0,35.0,42.0,38.0,1.38,6.48,328.0,岡本　洋介,西武,19.29,4.0,0.0,0.0,0.0,0.0,0.0,27.0,4.2,10.0,0.0,4.0,0.0,1.0,10.0,10.0,3.0,5.26,203.0,岡本　洋介,西武,4.35,42.0,1.0,2.0,0.0,6.0,0.33299999999999996,284.0,68.1,62.0,12.0,20.0,6.0,43.0,34.0,33.0,1.20,5.24,164.0,岡本　洋介,西武,4.06,22.0,2.0,6.0,0.0,0.0,0.25,371.0,84.1,96.0,8.0,32.0,2.0,53.0,47.0,38.0,1.52,4.31,156.0,岡本　洋介,西武,3.84,32.0,4.0,4.0,0.0,6.0,0.5,333.0,77.1,83.0,5.0,24.0,5.0,55.0,35.0,33.0,1.38,3.66,301.0,岡本　洋介,西武,15.00,1.0,0.0,1.0,0.0,0.0,0.0,18.0,3.0,7.0,0.0,1.0,1.0,1.0,5.0,5.0,2.67,4.45,,,,,,,,,,,,,,,,,,,,,,279.0,岡本　洋介,西武,8.38,10.0,0.0,0.0,0.0,0.0,0.0,48.0,9.2,15.0,1.0,5.0,0.0,6.0,10.0,9.0,2.07,4.78,,,,,,,,,,,,,,,,,,,,,,岡本　洋介
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,川井　雄太,中日,2.39,16.0,5.0,3.0,0.0,0.0,0.625,342.0,83.0,76.0,6.0,23.0,1.0,46.0,28.0,22.0,1.19,3.82,83.0,川井　雄太,中日,3.21,6.0,1.0,3.0,0.0,0.0,0.25,147.0,33.2,34.0,2.0,13.0,1.0,13.0,14.0,12.0,1.40,4.28,121.0,川井　雄太,中日,3.78,20.0,11.0,5.0,0.0,0.0,0.688,508.0,119.0,126.0,10.0,31.0,2.0,57.0,55.0,50.0,1.32,4.09,川井　雄太
549,,,,,,,,,,,,,,,,,,,,,,39.0,牧田　和久,西武,2.30,58.0,3.0,3.0,0.0,28.0,0.5,248.0,62.2,59.0,4.0,5.0,3.0,35.0,18.0,16.0,1.02,3.22,27.0,牧田　和久,西武,1.6,50.0,7.0,1.0,0.0,25.0,0.875,312.0,78.2,54.0,3.0,16.0,10.0,43.0,15.0,14.0,0.89,3.44,160.0,牧田　和久,西武,3.66,34.0,9.0,11.0,3.0,0.0,0.45,596.0,137.2,143.0,7.0,44.0,11.0,66.0,68.0,56.0,1.36,3.98,133.0,牧田　和久,西武,3.74,26.0,8.0,9.0,0.0,0.0,0.47100000000000003,734.0,170.2,170.0,10.0,50.0,12.0,89.0,74.0,71.0,1.29,3.93,63.0,牧田　和久,西武,2.60,26.0,8.0,9.0,0.0,0.0,0.47100000000000003,690.0,166.0,169.0,13.0,39.0,9.0,87.0,54.0,48.0,1.25,3.94,93.0,牧田　和久,西武,2.43,27.0,13.0,9.0,0.0,0.0,0.591,739.0,178.0,175.0,4.0,36.0,9.0,108.0,55.0,48.0,1.19,2.96,102.0,牧田　和久,西武,2.61,55.0,5.0,7.0,22.0,1.0,0.41700000000000004,510.0,127.2,105.0,5.0,16.0,9.0,86.0,39.0,37.0,0.95,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,牧田　和久
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0,小宮山　悟,ロッテ,9.88,12.0,1.0,0.0,1.0,1.0,1.0,67.0,13.2,24.0,2.0,1.0,2.0,7.0,15.0,15.0,1.83,4.66,小宮山　悟
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,正津　英志,西武,37.80,3.0,0.0,1.0,0.0,1.0,0.0,13.0,1.2,4.0,0.0,4.0,0.0,1.0,7.0,7.0,4.80,9.12,正津　英志
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0,横山　貴明,楽天,6.38,19.0,0.0,0.0,0.0,2.0,0.0,94.0,18.1,30.0,1.0,10.0,0.0,9.0,17.0,13.0,2.18,4.48,296.0,横山　貴明,楽天,9.77,7.0,0.0,2.0,0.0,0.0,0.0,81.0,15.2,27.0,3.0,9.0,1.0,6.0,17.0,17.0,2.30,6.57,241.0,横山　貴明,楽天,5.40,4.0,1.0,2.0,0.0,0.0,0.33299999999999996,75.0,18.1,17.0,6.0,2.0,2.0,10.0,11.0,11.0,1.04,6.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,横山　貴明
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.0,高橋　徹,ソフトバンク,3.86,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2.1,3.0,0.0,2.0,0.0,1.0,1.0,1.0,2.14,4.83,,,,,,,,,,,,,,,,,,,,,,高橋　徹
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,金剛　弘樹,中日,15.43,2.0,0.0,1.0,0.0,0.0,0.0,12.0,2.1,4.0,1.0,2.0,0.0,1.0,4.0,4.0,2.57,9.12,,,,,,,,,,,,,,,,,,,,,,金剛　弘樹
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,松家　卓弘,日本ハム,4.26,5.0,0.0,0.0,0.0,0.0,0.0,31.0,6.1,5.0,1.0,9.0,0.0,3.0,3.0,3.0,2.21,8.49,171.0,松家　卓弘,横浜,4.60,9.0,0.0,1.0,0.0,0.0,0.0,62.0,15.2,11.0,3.0,3.0,3.0,12.0,8.0,8.0,0.89,5.23,松家　卓弘
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,クレイマー,DeNA,10.80,2.0,0.0,1.0,0.0,0.0,0.0,48.0,8.1,17.0,2.0,6.0,0.0,5.0,10.0,10.0,2.76,7.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,クレイマー
557,101.0,小石　博孝,西武,3.55,21.0,1.0,0.0,0.0,0.0,1.0,110.0,25.1,22.0,3.0,15.0,4.0,10.0,10.0,10.0,1.46,6.12,289.0,小石　博孝,西武,8.74,10.0,0.0,0.0,0.0,0.0,0.0,56.0,11.1,17.0,2.0,6.0,1.0,8.0,11.0,11.0,2.03,5.86,153.0,小石　博孝,西武,3.74,50.0,0.0,2.0,1.0,2.0,0.0,324.0,74.2,62.0,2.0,39.0,13.0,55.0,33.0,31.0,1.35,4.0,271.0,小石　博孝,西武,7.20,3.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,2.0,0.0,2.0,5.0,6.0,4.0,1.00,7.52,152.0,小石　博孝,西武,3.94,4.0,0.0,2.0,0.0,0.0,0.0,71.0,16.0,14.0,2.0,7.0,2.0,8.0,8.0,7.0,1.31,5.43,308.0,小石　博孝,西武,10.66,11.0,0.0,0.0,0.0,1.0,0.0,63.0,12.2,18.0,1.0,8.0,1.0,12.0,15.0,15.0,2.05,4.38,204.0,小石　博孝,西武,4.03,9.0,1.0,1.0,0.0,0.0,0.5,100.0,22.1,18.0,1.0,15.0,3.0,7.0,10.0,10.0,1.48,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小石　博孝
558,140.0,才木　浩人,阪神,3.94,14.0,4.0,7.0,0.0,0.0,0.364,272.0,61.2,57.0,9.0,28.0,4.0,63.0,30.0,27.0,1.38,4.53,1.0,才木　浩人,阪神,0.00,2.0,0.0,0.0,0.0,1.0,0.0,13.0,2.2,2.0,0.0,3.0,0.0,3.0,0.0,0.0,1.88,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,才木　浩人
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.0,ホールトン,巨人,3.73,18.0,9.0,4.0,0.0,0.0,0.6920000000000001,426.0,103.2,85.0,14.0,32.0,5.0,67.0,45.0,43.0,1.13,4.62,96.0,ホールトン,巨人,2.45,25.0,12.0,8.0,0.0,0.0,0.6,630.0,158.0,116.0,11.0,44.0,8.0,132.0,46.0,43.0,1.01,3.32,74.0,ホールトン,ソフトバンク,2.19,26.0,19.0,6.0,0.0,0.0,0.76,680.0,172.1,132.0,8.0,36.0,7.0,121.0,43.0,42.0,0.97,3.07,217.0,ホールトン,ソフトバンク,5.70,16.0,8.0,6.0,0.0,0.0,0.5710000000000001,349.0,79.0,97.0,11.0,25.0,1.0,69.0,52.0,50.0,1.54,4.17,59.0,ホールトン,ソフトバンク,2.89,25.0,11.0,8.0,0.0,0.0,0.579,680.0,171.0,137.0,22.0,43.0,6.0,138.0,58.0,55.0,1.05,4.04,ホールトン
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,フィガロ,オリックス,3.09,11.0,0.0,5.0,0.0,0.0,0.0,268.0,64.0,61.0,5.0,19.0,3.0,37.0,23.0,22.0,1.25,4.01,150.0,フィガロ,オリックス,3.42,24.0,8.0,6.0,0.0,0.0,0.5710000000000001,524.0,123.2,126.0,7.0,36.0,3.0,90.0,49.0,47.0,1.31,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,フィガロ
561,212.0,攝津　正,ソフトバンク,5.16,7.0,2.0,4.0,0.0,0.0,0.33299999999999996,134.0,29.2,28.0,7.0,18.0,1.0,23.0,19.0,17.0,1.55,6.56,245.0,攝津　正,ソフトバンク,5.61,7.0,0.0,2.0,0.0,1.0,0.0,147.0,33.2,37.0,2.0,12.0,1.0,21.0,21.0,21.0,1.46,3.80,235.0,攝津　正,ソフトバンク,5.59,7.0,2.0,2.0,0.0,0.0,0.5,164.0,37.0,42.0,3.0,13.0,3.0,21.0,24.0,23.0,1.49,4.34,123.0,攝津　正,ソフトバンク,3.22,20.0,10.0,7.0,0.0,0.0,0.588,566.0,134.0,130.0,14.0,45.0,4.0,92.0,61.0,48.0,1.31,4.20,149.0,攝津　正,ソフトバンク,3.90,22.0,10.0,8.0,0.0,0.0,0.556,576.0,134.0,113.0,10.0,59.0,8.0,85.0,63.0,58.0,1.28,4.32,93.0,攝津　正,ソフトバンク,3.05,25.0,15.0,8.0,0.0,0.0,0.652,662.0,162.1,138.0,11.0,42.0,8.0,146.0,68.0,55.0,1.11,3.13,65.0,攝津　正,ソフトバンク,1.91,27.0,17.0,5.0,0.0,0.0,0.773,770.0,193.1,148.0,8.0,54.0,2.0,153.0,46.0,41.0,1.04,2.94,114.0,攝津　正,ソフトバンク,2.79,26.0,14.0,8.0,0.0,0.0,0.636,699.0,177.2,148.0,10.0,31.0,6.0,150.0,57.0,55.0,1.01,2.77,40.0,攝津　正,ソフトバンク,2.30,71.0,4.0,3.0,1.0,38.0,0.5710000000000001,315.0,82.1,52.0,3.0,21.0,5.0,89.0,23.0,21.0,0.89,2.31,19.0,攝津　正,ソフトバンク,1.47,70.0,5.0,2.0,0.0,34.0,0.7140000000000001,321.0,79.2,51.0,3.0,35.0,1.0,102.0,13.0,13.0,1.08,2.33,攝津　正
